JobTitle,Gender,Age,SalaryUSD,Country,EmploymentStatus,YearsofExperience,Education,EducationIsComputerRelated,EmploymentSector,LookingForAnotherJob,KindsOfTasksPerformed,ToolsUsed
DBA,Male,28,165000,United States,"Independent consultant, contractor, freelancer,  or company owner",10,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,36,165000,United States,Full time employee,18,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,27,165000,United States,Full time employee,7,Masters,Yes,Private company,No,"Build scripts & automation tools, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Architect,Male,33,165000,United States,"Independent consultant, contractor, freelancer,  or company owner",13,Masters,Yes,,Yes,"Meetings & management, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,19,165000,United States,"Independent consultant, contractor, freelancer,  or company owner",1,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,165000,United States,Full time employee,3,None (no degree completed),,,Yes,"Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,21,164000,United States,Full time employee,2,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,32,164000,United States,Full time employee,12,Bachelors (4 years),Yes,,Yes,Training/teaching,"Microsoft SQL Server, Python"
DBA,Male,21,163000,United States,Full time employee,3,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,29,163000,United States,Full time employee,5,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,163000,United States,Full time employee,8,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,162000,United States,Full time employee,1,Associates (2 years),No,Private company,No,,"Microsoft SQL Server, Python"
Data Engineer,Male,26,162000,United States,Full time employee,8,Bachelors (4 years),No,,No,"Build scripts & automation tools, Projects, R&D","Microsoft SQL Server, Python"
Manager,Male,40,162000,United States,Full time employee,20,Masters,Yes,,No,,"Microsoft SQL Server, Python"
Manager,Male,21,161449,United States,Full time employee,2,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,26,160750,United States,Full time employee,8,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,23,160000,United Kingdom,Full time employee,2,Associates (2 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,45,160000,United Kingdom,"Independent consultant, contractor, freelancer,  or company owner",25,Masters,Yes,,Yes,"Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,160000,United States,Full time employee,4,Associates (2 years),No,,No,"Manual tasks, On-call as part of a rotation, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,21,160000,United States,Full time employee,3,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,29,160000,United States,Full time employee,11,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,33,160000,United States,Full time employee,15,Bachelors (4 years),Yes,Federal government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,33,160000,United States,Full time employee,15,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,38,160000,United States,Full time employee,20,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,38,160000,United States,Full time employee,20,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,160000,United States,"Independent consultant, contractor, freelancer,  or company owner",1,Masters,Yes,,No,Projects,"Microsoft SQL Server, Python"
Data Engineer,Male,22,160000,United States,Full time employee,2,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
Data Engineer,Male,20,160000,United States,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,23,160000,United States,Full time employee,5,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
Architect,Male,27,160000,United States,Full time employee,9,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,28,159056,United States,Full time employee,10,Bachelors (4 years),Yes,,Yes,,"Microsoft SQL Server, Python"
Manager,Male,21,159000,United States,Full time employee,2,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,36,158200,United States,Full time employee,18,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,27,158000,New Zealand,"Independent consultant, contractor, freelancer,  or company owner",9,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,26,158000,United States,Full time employee,8,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,33,158000,United States,Full time employee,15,Bachelors (4 years),Yes,,No,"Meetings & management, On-call 24/7/365, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,20,157000,United States,Full time employee,2,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, R&D","Microsoft SQL Server, Python"
Architect,Male,33,157000,United States,Full time employee,15,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,52,156000,Ireland,"Independent consultant, contractor, freelancer,  or company owner",30,Doctorate/PhD,Yes,,No,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,23,156000,United States,"Independent consultant, contractor, freelancer,  or company owner",2,Associates (2 years),,,Yes,"Build scripts & automation tools, Projects","Microsoft SQL Server, Python"
Architect,Male,22,156000,United States,Full time employee,4,Bachelors (4 years),Yes,,Yes,"Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,23,156000,United States,Full time employee,5,Bachelors (4 years),No,,No,"Meetings & management, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,26,156000,United States,Full time employee,8,Bachelors (4 years),Yes,,Yes,"Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,26,156000,United States,Full time employee,8,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,28,156000,United States,Full time employee,10,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,36,156000,United States,Full time employee,16,Masters,Yes,,No,"Manual tasks, Meetings & management, On-call 24/7/365, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,28,155500,United States,Full time employee,10,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,29,155000,New Zealand,"Independent consultant, contractor, freelancer,  or company owner",11,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Architect,Male,27,155000,Switzerland,Full time employee,7,Masters,No,,Yes,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Architect,Male,23,155000,United States,Full time employee,2,Associates (2 years),No,,No,"Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,51,155000,United States,Full time employee,6,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,28,155000,United States,Full time employee,10,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,28,155000,United States,Full time employee,10,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,28,155000,United States,Full time employee,10,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Meetings & management, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,27,155000,United States,Full time employee,7,Masters,Yes,,No,"Build scripts & automation tools, Meetings & management","Microsoft SQL Server, Python"
DBA,Female,30,155000,United States,Full time employee,6,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,32,155000,United States,Full time employee,12,Masters,Yes,,Yes,"Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,29,155000,United States,Full time employee,11,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,39,154000,United States,Full time employee,21,Bachelors (4 years),No,,No,,"Microsoft SQL Server, Python"
Architect,Male,27,154000,United States,Full time employee,7,Masters,Yes,,Yes,"Meetings & management, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,153500,United States,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,22,153000,United States,Full time employee,1,Bachelors (4 years),Yes,,No,"On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Manager,Male,21,153000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,153000,United States,Full time employee,4,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
